Family,Genus,Species,CommonName,GrowthRate,HardinessZones,Height,Width,Type,Leaf,Flower,Ripen,Reproduction,Soils,pH,Preferences,Tolerances,Habitat,HabitatRange,Edibility,Medicinal,OtherUses,,
Lemnaceae,Lemna,minor,"Duckweed,  Common duckweed",fast,"[4, 5, 6, 7, 8]",for,1-3 mm,PERENNIAL.,"Small, oval-shaped, green",June to July.,Year-round in suitable conditions,monoecious,[],neutral and basic (mildly alkaline),[],"Tolerant of low light, can withstand varying nutrient levels and some salinity","Still water[17]. Mesotrophic to eutrophic, quiet waters, in suboceanic, cool-temperate regions with relatively mild winters[270].","A cosmopolitan plant, found in most regions of the world, including Britain, absent from Tropics.",(1 of 5),(2 of 5),(3 of 5),,
Lemnaceae,Lemna,trisulca,Star Duckweed,fast,"[4, 5, 6, 7, 8]",for,1-3 cm,PERENNIAL.,"Green, oval-shaped, 1-2 cm long",May to July.,Year-round in suitable conditions,monoecious,[],neutral and basic (mildly alkaline),[],"Tolerant of low light, moderate salinity, and varying water temperatures","Ponds and ditches in all parts of Britain except north Devon and east Cornwall[17]. Mesotrophic, quiet waters rich in calcium, in cool-temperate regions[270].","Europe, including Britain, from Scandanavia south and east to N. Africa, Asia, N. America, Australia",(0 of 5),(1 of 5),(0 of 5),,
Lemnaceae,Wolffia,arrhiza,"Least Duckweed, Spotless watermeal",fast,"[6, 7, 8, 9]",above,1-2 mm,evergreen,"Submerged, minute, and scale-like","Tiny, inconspicuous, and usually absent",Year-round in suitable conditions,hermaphrodite,"['light', 'medium', 'heavy']",neutral and basic (mildly alkaline) soils and can grow in very alkaline,[],Tolerant of low light and varying water conditions,"Floating on quiet waters[204]. A rare native of southern Britain, growing in still waters[17].","Europe, including Britain, to Asia.",(4 of 5),(0 of 5),(0 of 5),,
Dioscoreaceae,Dioscorea,japonica,"Glutinous Yam, Japanese yam",medium,"[5, 6, 7, 8, 9]",to,2-3 feet,PERENNIAL,"Heart-shaped, glossy green",September to October.,Late summer to early fall,dioecious,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, tolerant of poor soil conditions","Wooded foothills[58]. Mixed forests and margins, scrub forests, herb communities, mountain slopes, valleys, along rivers and streams, roadsides; 100 - 1200 metres[266].","E. Asia - China, C. and S. Japan.",(4 of 5),(2 of 5),(0 of 5),,
Dioscoreaceae,Dioscorea,villosa,Wild Yam,medium,"[5, 6, 7, 8, 9]",to,1-2 meters,PERENNIAL,"Heart-shaped, dark green, 10-20 cm long",September to October.,Late summer to early fall,dioecious,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, shade-tolerant","Borders of bogs, swamps, marshes, river and lake margins, creek bottoms, sandy or rocky soils, moist or dry woods, hammocks, thickets, limestone or talus slopes, roadsides, sea level to 1500 m[270].","Eastern N. America - New England to Minnesota and Ontario, south to Virginia and Texas.",(2 of 5),(4 of 5),(0 of 5),,
Colchicaceae,Colchicum,autumnale,"Autumn Crocus, Meadow Saffron,",medium,"[6, 7, 8, 9]",0.2,0.2,BULB,February to July,August to October,April to June,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought, Partial Shade, Poor Soil","Meadows and damp woodland clearings[1, 10, 13] on calcareous and neutral soils[17]. Extremely rare away from the Bristol Channel in Britain[7].","Central and southeastern Europe, including Britain, from Denmark to Spain, east to Macedonia.",(0 of 5),(3 of 5),(1 of 5),,
Liliaceae,Fritillaria,camschatcensis,"Kamchatka Lily,  Kamchatka fritillary",medium,"[4, 5, 6, 7, 8]",0.5,0.1,BULB,"Lanceolate, dark green, arranged in whorls",May.,Late spring to early summer,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in saline","[' well-drained soil. Suitable pH: mildly acid, neutral']","Cold hardy, tolerates moist, well-drained soils",Moist areas from sea level to 600 metres[60] in open woods and sub-alpine meadows[90].,Northern N. America - Washington to Alaska and eastwards to Siberia and Japan.,(4 of 5),(0 of 5),(0 of 5),,
Liliaceae,Fritillaria,pudica,Yellow Fritillary,medium,"[3, 4, 5, 6, 7]",0.2,0.1,BULB,"Lanceolate, green, up to 10 cm long",April to May.,Late spring to early summer,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, tolerant of poor soil conditions","Grassland and sagebrush deserts to mixed coniferous forests, also on stony mountain slopes[60, 163], 400 - 2000 metres[90].","Western N. America - British Columbia to Wyoming, south to New Mexico.",(3 of 5),(0 of 5),(0 of 5),,
Liliaceae,Lilium,auratum,Golden-Rayed Lily,medium,"[5, 6, 7, 8, 9]",1.8,2-3 feet,BULB,"Lanceolate, dark green, 6-10 inches long",August to September,September to October,hermaphrodite,"['light', 'medium']",mildly acid and neutral,[' well-drained soil'],"Drought-tolerant once established, prefers well-drained soil","Hills and mountains[58] in scrub or grassy places[90], in volcanic ash or poor gravelly soils, always on steep well-drained slopes[143].",E. Asia - Japan.,(3 of 5),(0 of 5),(0 of 5),,
Liliaceae,Lilium,brownii,Hong Kong Lily,medium,"[4, 5, 6, 7, 8]",1.2,1-2 feet,BULB,"Lanceolate, dark green, 4-8 inches long",July.,Late summer to early fall,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, partial shade","Loose fertile soil along woodland edges or in grass and thickets[147]. Rock crevices, amongst coarse grass and scrub below 1,500 metres[260].","E. Asia - Southern China from Hong Kong, to Burma",(3 of 5),(2 of 5),(0 of 5),,
Liliaceae,Lilium,candidum,Madonna Lily,medium,"[5, 6, 7, 8, 9]",1,0.3,BULB,October to July,July,August to September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, prefers well-drained soil","Rocky slopes and in scrub to 600 metres[50, 90].",S.W. Asia. Naturalized in Europe around the Mediterranean.,(3 of 5),(2 of 5),(2 of 5),,
Liliaceae,Lilium,concolor,Morning Star Lily,medium,"[4, 5, 6, 7, 8]",0.6,0.3,BULB,"Lanceolate, dark green, glossy",June to July,August to September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, partial shade","Scrub in pockets of humus on carboniferous limestone and in heavy limey soil, 1500 - 2200 metres[90]. Moist places in forests, thickets, moist meadows, grassy slopes and sunny grassland[266].",E. Asia - China,(2 of 5),(2 of 5),(0 of 5),,
Liliaceae,Lilium,davidii,,medium,"[4, 5, 6, 7, 8]",1,0.3,BULB,"Lanceolate, dark green, 10-20 cm long",July to August,September to October,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, prefers well-drained soil","Moist places in forests, forest margins and grassy slopes at elevations of 800 - 3200 metres[266].","E. Asia - China in Gansu, Guizhou, Henan, W Hubei, S Shaanxi, Shanxi, Sichuan and Yunnan.",(2 of 5),(0 of 5),(0 of 5),,
Liliaceae,Lilium,distichum,,medium,"[4, 5, 6, 7, 8]",1,0.3,BULB,"Linear, lanceolate, up to 30 cm long",July,August to September,hermaphrodite,"['light', 'medium']",mildly acid and neutral,[' well-drained soil'],"Drought-tolerant, prefers well-drained soil","Moist and shady broad-leaved woodlands[74, 143]. Forested slopes, forest margins, hillsides along streams; 200 - 1800 metres in Heilongjiang, Jilin and Liaoning provinces[266].","E. Asia - Korea, Manchuria.",(2 of 5),(0 of 5),(0 of 5),,
Liliaceae,Lilium,lancifolium,"Tiger Lily, Devil Lily",medium,"[4, 5, 6, 7, 8]",1.2,0.3,BULB,"Linear, lanceolate, dark green, 10-30 cm long",August to September,September to October,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, moderately frost-hardy, prefers well-drained soil","Long cultivated and not known in a truly wild situation, though it can naturalise in woodlands[279].. Possibly of hybrid origin involving L. leichtlinii and L. maculatum[90].","E. Asia - China, Japan, Korea.",(4 of 5),(2 of 5),(0 of 5),,
Liliaceae,Lilium,martagon,"Turk's Cap Lily, Martagon lily",medium,"[4, 5, 6, 7, 8]",1.2,0.3,BULB,"Lanceolate, dark green, arranged in whorls",June to July,August to September,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, prefers well-drained soil, partial shade to full sun","Deciduous woods, scrub and mountain pasture, especially on limestone[13].",Europe to W. Asia. Naturalized in Britain.,(2 of 5),(1 of 5),(0 of 5),,
Liliaceae,Lilium,pumilum,Coral Lily,medium,"[4, 5, 6, 7, 8]",0.5,0.2,BULB,"Lanceolate, dark green, and glossy",June,August to September,hermaphrodite,"['light', 'medium']",mildly acid and neutral,[' well-drained soil. Suitable pH: mildly acid'],"Drought-tolerant, prefers well-drained soil","Dry open stony southern slopes in mountainous areas and on foothills[47]. Grassland and low scrub in shallow humus-rich soils, 400 - 900 metres[90].",E. Asia - E. China to Siberia.,(2 of 5),(2 of 5),(0 of 5),,
Liliaceae,Lilium,speciosum,Oriental Lily,medium,"[4, 5, 6, 7, 8, 9]",1.2,0.3,BULB,"Lanceolate, dark green, glossy",August to September,October to November,hermaphrodite,"['light', 'medium']",mildly acid and neutral,[' well-drained soil. Suitable pH: mildly acid'],"Drought-tolerant once established, prefers well-drained soil","Shaded and moist places in forests, grassy slopes at elevations of 600 - 900 metres[266].",E. Asia - S. China and S. Japan.,(2 of 5),(1 of 5),(0 of 5),,
Convallariaceae,Streptopus,amplexifolius,"Wild Cucumber, Claspleaf twistedstalk, Tubercle twistedstalk",medium,"[4, 5, 6, 7, 8]",1,0.3,PERENNIAL,"Broadly ovate, alternate, with a smooth margin",May to July,September to October,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)",[],"Shade, moist soil, moderate drought","Wet sub-alpine woods[50, 187]. Moist woods and thickets[43, 50]. Rich moist coniferous and deciduous woods at elevations of 0 - 2800 metres in America[270].","Europe to E. Asia and N. America - Alaska to North Carolina, Ohio, Michigan and New Mexico.",(4 of 5),(2 of 5),(1 of 5),,
Alliaceae,Allium,angulosum,Mouse Garlic,medium,"[4, 5, 6, 7, 8]",to,12-18 inches,evergreen,"Linear, green, up to 12 inches long",July to August.,Late spring to early summer,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, tolerant of poor soil conditions",Damp meadows near rivers[50].,C. Europe to E. Asia - Siberia.,(3 of 5),(2 of 5),(1 of 5),,
Alliaceae,Allium,bisceptrum,"Aspen Onion,  Twincrest onion",medium,"[3, 4, 5, 6, 7]",0.3,12-18 inches,BULB,"Linear, green, up to 12 inches long",July to August.,Late spring to early summer,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, deer-resistant","Meadows and aspen groves, occasionally on open slopes[60]",Western N. America - Oregon to California.,(3 of 5),(2 of 5),(1 of 5),,
Alliaceae,Allium,carinatum,Keeled Garlic,medium,"[6, 7, 8, 9]",0.6,12-18 inches,BULB,"Linear, grass-like, up to 1 cm wide",June to August.,Late summer to early fall,hermaphrodite,"['light', 'medium', 'heavy', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[' well-drained soil'],"Drought-tolerant, tolerant of poor soil conditions",Dry grassy places and open woods[100].,Europe. Naturalized in Britain[17].,(3 of 5),(2 of 5),(1 of 5),,
Alliaceae,Allium,canadense,"Canadian Garlic, Meadow garlic, Fraser meadow garlic,  Hyacinth meadow garlic",medium,"[4, 5, 6, 7, 8]",0.5,0.2,BULB,"Linear, narrow, and green, typically 15-30 cm long",May to June.,Late spring to early summer,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)",[],"Drought-tolerant, tolerant of poor soil conditions","Sandy soils in low woods, thickets and meadows[43, 274].","N. America - New Brunswick to Minnesota, south to Florida and Colorado",(4 of 5),(2 of 5),(2 of 5),,
Alliaceae,Allium,cepa,"Onion, Garden onion",medium,"[3, 4, 5, 6, 7, 8, 9, 10]",to,12-18 inches,evergreen,"Long, narrow, green, up to 2 feet in length",June to July.,90-120 days after planting,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, tolerant of poor soil conditions",Not known in the wild.,W. Asia - Iran? The original habitat is obscure.,(5 of 5),(3 of 5),(3 of 5),,
Alliaceae,Allium,cernuum,"Nodding Onion, New Mexican nodding onion",medium,"[5, 6, 7, 8, 9]",0.5,0.3,BULB,February to December,June to July.,Late summer to early fall,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral', ' moist soil']","['drought', 'maritime exposure']","Ledges, gravels, rocky or wooded slopes and crests ascending to high altitudes[43]. Widely distributed on moist soils in mountainous and cool regions to 3500 metres[270].",N. America - Canada to Mexico.,(5 of 5),(2 of 5),(2 of 5),,
Alliaceae,Allium,chinense,Rakkyo,medium,"[6, 7, 8, 9]",to,12-18 inches,evergreen,"Linear, green, up to 12 inches long",August to September.,Late summer to early fall,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline)",[' well-drained soil'],"Drought-tolerant, frost-tolerant","Often cultivated, plants can be found wild on the edges of fields[203].",E. Asia - China,(4 of 5),(2 of 5),(1 of 5),,
Alliaceae,Allium,fistulosum,Welsh Onion,medium,"[5, 6, 7, 8, 9]",0.6,0.2,BULB,"Hollow, long, and tubular",July.,Late spring to early summer,hermaphrodite,"['light', 'medium', 'heavy']","mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, frost-hardy","Cultivated for over 1000 years, it is not known in the wild.","E. Asia, possibly western China, though the original habitat is obscure.",(5 of 5),(2 of 5),(2 of 5),,
Alliaceae,Allium,paradoxum,Few-Flowered Leek,medium,"[4, 5, 6, 7, 8]",0.3,0.1,BULB,November to June,April to May,June,hermaphrodite,"['light', 'medium', 'heavy', 'heavy']","mildly acid, neutral and basic (mildly alkaline)",[],"Drought-tolerant, Deer-resistant","Hedge banks and waste places on damp soils[17, 90].",W. Asia - Iran. Naturalized in a number of places in Britain[17].,(5 of 5),(2 of 5),(1 of 5),,
Alliaceae,Allium,przewalskianum,,medium,"[3, 4, 5, 6, 7]",0.3,12-18 inches,BULB,"Linear, narrow, and grass-like, up to 12 inches long",July to September,August to September,hermaphrodite,['light'],"mildly acid, neutral and basic (mildly alkaline)","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, deer-resistant","Steppes to 4800 metres[91]. Scrub, dry slopes, plains and rock crevices at elevations of 2000 - 4800 metres[266].",E. Asia - N Tibet.,(3 of 5),(2 of 5),(1 of 5),,
Alliaceae,Allium,sativum,"Garlic, Cultivated garlic",medium,"[3, 4, 5, 6, 7, 8, 9]",0.6,0.2,BULB,"Long, narrow, green, and tubular",Umbels of small white to purple star-shaped flowers,Late summer to early fall,hermaphrodite,"['light', 'medium']","mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline","[' well-drained soil. Suitable pH: mildly acid, neutral']","Drought-tolerant, pest-resistant",Not known in a truly wild situation.,C. Asia? Original habitat is obscure. An occasional garden escape in Britain[17].,(5 of 5),(5 of 5),(4 of 5),,
